gene_id	transcript_id	gene_name	gene_length	CDS
ENSG00000240505.9	ENST00000261652.7	TNFRSF13B	1391	44-925
ENSG00000133030.22	ENST00000651222.2	MPRIP	15419	393-7670
ENSG00000179598.6	ENST00000321560.4	PLD6	2578	48-806
ENSG00000264187.1	ENST00000427497.3	AC055811.2	1693	502-789
ENSG00000154803.13	ENST00000285071.9	FLCN	3667	485-2224
ENSG00000141030.13	ENST00000268717.10	COPS3	1814	61-1332
ENSG00000205309.14	ENST00000616989.1	NT5M	1635	217-921
ENSG00000141026.6	ENST00000268711.4	MED9	2209	43-483
ENSG00000108551.5	ENST00000225688.4	RASD1	1748	215-1060
ENSG00000133027.18	ENST00000395781.6	PEMT	1050	83-781
ENSG00000108557.19	ENST00000353383.6	RAI1	7677	485-6205
ENSG00000072310.17	ENST00000261646.10	SREBF1	4904	195-3638
ENSG00000175662.18	ENST00000379504.8	TOM1L2	5735	88-1611
ENSG00000171962.18	ENST00000313838.12	DRC3	2064	291-1862
ENSG00000171953.16	ENST00000462733.5	ATPAF2	1737	63-386
ENSG00000141034.10	ENST00000268719.9	GID4	4122	58-960
ENSG00000108591.10	ENST00000467099.6	DRG2	2531	57-329
ENSG00000091536.19	ENST00000615845.4	MYO15A	11860	339-10931
ENSG00000091542.9	ENST00000399138.5	ALKBH5	3159	417-1601
ENSG00000131899.11	ENST00000316843.9	LLGL1	4212	49-3243
ENSG00000177731.16	ENST00000327031.9	FLII	4181	49-3858
ENSG00000177427.13	ENST00000323019.9	MIEF2	3236	84-1448
ENSG00000177302.15	ENST00000321105.10	TOP3A	6596	217-3222
ENSG00000176994.11	ENST00000406438.5	SMCR8	8297	498-3311
ENSG00000176974.20	ENST00000316694.8	SHMT1	2527	199-1650
ENSG00000214860.5	ENST00000399134.5	EVPLL	1979	243-1148
ENSG00000171916.17	ENST00000328114.11	LGALS9C	1715	67-1137
ENSG00000189375.12	ENST00000405044.6	TBC1D28	3260	413-1045
ENSG00000240445.5	ENST00000395675.6	FOXO3B	9928	252-1124
ENSG00000108448.21	ENST00000395671.9	TRIM16L	1982	278-1324
ENSG00000171931.13	ENST00000308799.8	FBXW10	3456	220-3405
ENSG00000171928.14	ENST00000476139.5	TVP23B	2989	1417-1842
ENSG00000141127.15	ENST00000268835.7	PRPSAP2	1958	260-1369
ENSG00000154025.16	ENST00000317977.10	SLC5A10	4436	572-2272
ENSG00000188522.15	ENST00000388995.11	FAM83G	5226	185-2656
ENSG00000154016.14	ENST00000284154.10	GRAP	1988	32-685
ENSG00000189152.11	ENST00000344415.9	GRAPL	1199	32-388
ENSG00000072134.15	ENST00000314728.9	EPN2	4871	485-2410
ENSG00000108641.19	ENST00000671102.1	B9D1	3617	29-592
ENSG00000166484.20	ENST00000308406.9	MAPK7	3149	387-2837
ENSG00000166482.12	ENST00000395592.6	MFAP4	1932	73-912
ENSG00000128482.16	ENST00000461366.2	RNF112	3174	178-2073
ENSG00000142494.13	ENST00000270570.8	SLC47A1	3280	87-1799
ENSG00000072210.19	ENST00000339618.8	ALDH3A2	3828	222-1748
ENSG00000180638.18	ENST00000350657.9	SLC47A2	2285	176-1918
ENSG00000108602.18	ENST00000457500.6	ALDH3A1	1925	331-1692
ENSG00000083290.20	ENST00000395544.9	ULK2	9149	520-3630
ENSG00000108599.15	ENST00000225737.11	AKAP10	4063	150-2138
ENSG00000128487.16	ENST00000395530.6	SPECC1	8133	209-3172
ENSG00000170298.15	ENST00000423676.7	LGALS9B	1713	65-1135
ENSG00000214819.2	ENST00000399044.1	CDRT15L2	1048	21-866
ENSG00000124422.12	ENST00000261497.9	USP22	5189	177-1754
ENSG00000109016.17	ENST00000395511.7	DHRS7B	2175	321-1298
ENSG00000178307.10	ENST00000317635.6	TMEM11	958	10-588
ENSG00000274180.1	ENST00000611551.1	NATD1	4931	147-488
ENSG00000034152.19	ENST00000395491.6	MAP2K3	2401	250-390
ENSG00000184185.10	ENST00000583088.6	KCNJ12	5263	736-2037
ENSG00000260458.3	ENST00000567955.3	KCNJ18	2196	371-1672
ENSG00000256618.2	ENST00000540040.2	MTRNR2L1	1553	952-1026
ENSG00000109046.15	ENST00000262394.7	WSB1	5105	283-1548
ENSG00000141068.14	ENST00000398988.7	KSR1	7237	446-2734
ENSG00000266728.5	ENST00000584605.5	AC015688.4	603	1-282
ENSG00000168961.17	ENST00000302228.9	LGALS9	3018	1469-2440
ENSG00000007171.18	ENST00000313735.11	NOS2	4206	265-3726
ENSG00000266202.1	ENST00000582441.1	AC005697.1	582	68-547
ENSG00000232859.10	ENST00000460380.6	LYRM9	2196	62-322
ENSG00000087095.13	ENST00000407008.8	NLK	3526	198-1781
ENSG00000109084.14	ENST00000226230.8	TMEM97	2463	41-571
ENSG00000109083.14	ENST00000585089.5	IFT20	1071	272-748
ENSG00000109079.10	ENST00000226225.7	TNFAIP1	3570	211-1161
ENSG00000004142.12	ENST00000540200.6	POLDIP2	2670	80-1186
ENSG00000244045.13	ENST00000292114.8	TMEM199	3082	25-651
ENSG00000274529.5	ENST00000536498.5	SEBOX	666	94-666
ENSG00000273171.1	ENST00000555059.2	AC002094.3	851	1-447
ENSG00000004139.14	ENST00000585482.6	SARM1	10277	340-2514
ENSG00000109072.14	ENST00000226218.9	VTN	1626	105-1541
ENSG00000076351.13	ENST00000612814.5	SLC46A1	6492	99-1478
ENSG00000258472.9	ENST00000481916.6	AC005726.1	2091	23-538
ENSG00000007216.15	ENST00000444914.7	SLC13A2	2855	421-2346
ENSG00000109101.7	ENST00000226247.2	FOXN1	3436	30-1976
ENSG00000109103.12	ENST00000484980.5	UNC119	4189	3163-3600
ENSG00000087111.21	ENST00000395346.6	PIGS	2815	339-1982
ENSG00000109107.14	ENST00000395321.6	ALDOC	1722	217-1311
ENSG00000076382.17	ENST00000321765.10	SPAG5	3786	80-3661
ENSG00000167524.16	ENST00000301037.11	RSKR	3772	25-1257
ENSG00000007202.15	ENST00000528896.7	KIAA0100	7428	103-6810
ENSG00000132581.10	ENST00000247020.9	SDF2	1309	31-666
ENSG00000109111.15	ENST00000314616.11	SUPT6H	6404	170-5350
ENSG00000167525.14	ENST00000301039.6	PROCA1	1566	195-1205
ENSG00000109113.20	ENST00000395245.9	RAB34	1741	603-1382
ENSG00000198242.14	ENST00000422514.7	RPL23A	970	22-492
ENSG00000160606.11	ENST00000292090.8	TLCD1	1042	137-880
ENSG00000160602.14	ENST00000268766.11	NEK8	3573	27-2105
ENSG00000076604.15	ENST00000262395.10	TRAF4	2894	103-1515
ENSG00000173065.13	ENST00000581407.5	FAM222B	4161	183-1871
ENSG00000132591.12	ENST00000254928.10	ERAL1	1841	20-1333
ENSG00000132589.16	ENST00000394906.6	FLOT2	2756	79-1530
ENSG00000167536.14	ENST00000394901.7	DHRS13	2037	394-1377
ENSG00000109118.14	ENST00000577226.5	PHF12	7679	348-2897
ENSG00000179761.12	ENST00000323372.9	PIPOX	2169	86-1258
ENSG00000063015.20	ENST00000360295.13	SEZ6	4306	277-3258
ENSG00000196535.16	ENST00000527372.6	MYO18A	9992	182-6346
ENSG00000221995.5	ENST00000359450.6	TIAF1	5337	4659-5006
ENSG00000108255.8	ENST00000225387.8	CRYBA1	798	6-653
ENSG00000108256.9	ENST00000225388.9	NUFIP2	10877	90-2177
ENSG00000160551.11	ENST00000261716.7	TAOK1	12407	520-3525
ENSG00000168792.5	ENST00000307201.5	ABHD15	3492	72-1478
ENSG00000167543.16	ENST00000301057.8	TP53I13	1473	59-1240
ENSG00000108262.16	ENST00000225394.8	GIT1	3783	271-2556
ENSG00000198720.13	ENST00000394859.8	ANKRD13B	3550	491-2371
ENSG00000167549.18	ENST00000345068.9	CORO6	2603	215-1633
ENSG00000141298.19	ENST00000540801.6	SSH2	9484	229-4581
ENSG00000176927.15	ENST00000394835.7	EFCAB5	5132	193-4704
ENSG00000126653.18	ENST00000247026.10	NSRP1	2506	29-1705
ENSG00000108576.10	ENST00000261707.7	SLC6A4	6604	577-2469
ENSG00000108578.15	ENST00000261714.11	BLMH	2307	126-1493
ENSG00000182271.13	ENST00000328886.5	TMIGD1	1226	84-872
ENSG00000108582.12	ENST00000225719.9	CPD	9372	55-4197
ENSG00000108587.16	ENST00000225724.9	GOSR1	6039	73-825
ENSG00000176390.12	ENST00000324238.7	CRLF3	2873	42-1370
ENSG00000176208.9	ENST00000321990.5	ATAD5	6873	383-5917
ENSG00000172171.11	ENST00000580840.1	TEFM	2109	38-718
ENSG00000184060.11	ENST00000330889.8	ADAP2	2669	71-1216
ENSG00000181481.14	ENST00000535306.6	RNF135	2098	15-875
ENSG00000196712.18	ENST00000358273.9	NF1	12373	334-8853
ENSG00000126861.5	ENST00000247271.5	OMG	1775	91-1413
ENSG00000185862.7	ENST00000330927.5	EVI2B	1937	98-1444
ENSG00000265118.5	ENST00000578584.5	AC134669.1	1008	47-562
ENSG00000126860.12	ENST00000462804.3	EVI2A	2742	139-849
ENSG00000131242.18	ENST00000621161.5	RAB11FIP4	8571	179-2092
ENSG00000172301.11	ENST00000496655.1	COPRS	1062	93-341
ENSG00000108651.10	ENST00000261708.9	UTP6	4330	82-1875
ENSG00000178691.11	ENST00000322652.10	SUZ12	4495	241-2460
ENSG00000185158.12	ENST00000327564.11	LRRC37B	3162	62-2986
ENSG00000126858.18	ENST00000358365.7	RHOT1	3297	228-2303
ENSG00000141314.13	ENST00000269051.9	RHBDL3	5003	359-1573
ENSG00000108666.10	ENST00000225805.8	C17orf75	4581	71-1261
ENSG00000010244.18	ENST00000394670.8	ZNF207	13781	170-1654
ENSG00000108671.11	ENST00000261712.8	PSMD11	3850	15-1283
ENSG00000176749.9	ENST00000313401.4	CDK5R1	3948	316-1239
ENSG00000176658.17	ENST00000318217.10	MYO1D	5510	253-3273
ENSG00000006042.12	ENST00000579849.6	TMEM98	4218	216-896
ENSG00000141316.13	ENST00000580599.5	SPACA3	949	410-850
ENSG00000108684.14	ENST00000225823.6	ASIC2	3443	874-2565
ENSG00000108691.9	ENST00000225831.4	CCL2	741	66-365
ENSG00000108688.11	ENST00000378569.2	CCL7	810	71-370
ENSG00000172156.4	ENST00000305869.4	CCL11	1005	68-361
ENSG00000108700.5	ENST00000394620.2	CCL8	862	68-367
ENSG00000181374.8	ENST00000225844.7	CCL13	823	48-344
ENSG00000108702.4	ENST00000225842.4	CCL1	594	73-363
ENSG00000181291.8	ENST00000631683.2	TMEM132E	5806	1496-4720
ENSG00000132141.14	ENST00000314144.10	CCT6B	1847	68-1660
ENSG00000198783.6	ENST00000361952.5	ZNF830	2238	28-1146
ENSG00000005156.12	ENST00000378526.9	LIG3	8382	116-3145
ENSG00000092871.17	ENST00000315249.11	RFFL	7293	224-1315
ENSG00000267618.5	ENST00000593039.5	AC004223.3	1638	201-1019
ENSG00000185379.20	ENST00000345365.10	RAD51D	9988	257-1243
ENSG00000073598.6	ENST00000158009.6	FNDC8	1352	80-1054
ENSG00000073536.18	ENST00000586869.5	NLE1	5286	1021-1602
ENSG00000141161.12	ENST00000268876.9	UNC45B	5679	98-2893
ENSG00000164729.7	ENST00000297307.6	SLC35G3	2004	217-1233
ENSG00000166750.10	ENST00000299977.9	SLFN5	10555	113-2788
ENSG00000172716.16	ENST00000394566.5	SLFN11	5030	274-2979
ENSG00000172123.12	ENST00000394562.5	SLFN12	2539	525-2261
ENSG00000154760.14	ENST00000285013.11	SLFN13	8398	206-2899
ENSG00000205045.10	ENST00000260908.12	SLFN12L	3119	173-1885
ENSG00000236320.4	ENST00000674182.1	SLFN14	7169	177-2915
ENSG00000108733.11	ENST00000225873.9	PEX12	2617	551-1630
ENSG00000006125.18	ENST00000621914.4	AP2B1	5702	179-2992
ENSG00000270647.6	ENST00000605844.6	TAF15	2162	87-1865
ENSG00000270885.2	ENST00000603017.2	RASL10B	3215	388-999
ENSG00000270765.6	ENST00000604641.6	GAS2L2	3375	390-3032
ENSG00000271447.6	ENST00000605424.6	MMP28	2462	265-1827
ENSG00000270806.2	ENST00000605587.2	C17orf50	1041	56-580
ENSG00000270379.6	ENST00000604834.6	HEATR9	1970	150-1862
ENSG00000271503.6	ENST00000603197.6	CCL5	1352	191-466
ENSG00000278023.7	ENST00000619262.4	RDM1	1535	488-1273
ENSG00000275722.5	ENST00000615905.5	LYZL6	1074	350-796
ENSG00000275152.5	ENST00000610493.1	CCL16	1634	42-203
ENSG00000276409.5	ENST00000614009.1	CCL14	3265	2408-2755
ENSG00000275688.4	ENST00000616694.1	CCL15-CCL14	999	130-471
ENSG00000275718.2	ENST00000614368.1	CCL15	718	1-185
ENSG00000274736.5	ENST00000615050.2	CCL23	628	76-489
ENSG00000275385.2	ENST00000616054.2	CCL18	1332	72-341
ENSG00000277632.2	ENST00000613922.2	CCL3	780	86-364
ENSG00000275302.2	ENST00000615863.2	CCL4	660	80-358
ENSG00000274808.5	ENST00000611257.4	TBC1D3B	2081	118-1767
ENSG00000276085.1	ENST00000619989.1	CCL3L3	784	86-367
ENSG00000276070.5	ENST00000617416.4	CCL4L2	1258	80-274
ENSG00000274933.5	ENST00000616671.4	TBC1D3I	1982	1-876
ENSG00000260287.4	ENST00000569055.2	TBC1D3G	2065	101-1750
ENSG00000274226.5	ENST00000610350.3	TBC1D3H	2065	101-1750
ENSG00000275954.5	ENST00000620210.1	TBC1D3F	2117	158-1645
ENSG00000273611.5	ENST00000619730.4	ZNHIT3	926	379-507
ENSG00000278259.4	ENST00000610992.4	MYO19	5743	951-2861
ENSG00000277161.2	ENST00000614443.2	PIGW	2816	615-2129
ENSG00000278311.5	ENST00000613102.5	GGNBP2	2816	286-2379
ENSG00000278535.5	ENST00000618403.5	DHRS11	1515	132-914
ENSG00000278619.5	ENST00000614766.5	MRM1	1839	229-1290
ENSG00000273706.5	ENST00000614239.1	LHX1	3425	724-1944
ENSG00000275700.5	ENST00000619387.5	AATF	2062	173-1855
ENSG00000278540.5	ENST00000616317.5	ACACA	10013	538-7689
ENSG00000278505.5	ENST00000615133.2	C17orf78	1920	109-936
ENSG00000276234.5	ENST00000615182.5	TADA2A	4236	162-1493
ENSG00000276023.5	ENST00000614411.1	DUSP14	2207	979-1575
ENSG00000275066.5	ENST00000612223.5	SYNRG	8141	64-4008
ENSG00000278053.5	ENST00000617633.5	DDX52	6383	27-1826
ENSG00000275410.5	ENST00000617811.5	HNF1B	2790	176-1849
ENSG00000273513.1	ENST00000620247.1	TBC1D3K	2116	158-1807
ENSG00000274512.5	ENST00000612727.4	TBC1D3L	2148	1-1650
ENSG00000274419.6	ENST00000616101.4	TBC1D3D	2116	158-1807
ENSG00000278299.5	ENST00000622206.1	TBC1D3C	2063	99-1748
ENSG00000278599.5	ENST00000621587.1	TBC1D3E	2076	118-1767
ENSG00000274611.3	ENST00000620215.2	TBC1D3	2063	99-1748
ENSG00000278845.5	ENST00000619548.1	MRPL45	1554	162-932
ENSG00000277399.5	ENST00000616987.5	GPR179	9165	168-7271
ENSG00000274211.6	ENST00000612932.6	SOCS7	8258	210-2147
ENSG00000275832.5	ENST00000622683.5	ARHGAP23	5911	23-4498
ENSG00000277363.5	ENST00000617146.5	SRCIN1	7065	248-3799
ENSG00000273604.2	ENST00000621654.2	EPOP	3255	463-1602
ENSG00000275023.5	ENST00000621332.5	MLLT6	7839	361-3642
ENSG00000277972.2	ENST00000613478.2	CISD3	2552	19-402
ENSG00000277258.5	ENST00000616199.4	PCGF2	3062	703-1737
ENSG00000277791.5	ENST00000619426.5	PSMB3	762	87-704
ENSG00000276293.4	ENST00000619039.4	PIP4K2B	5734	482-1732
ENSG00000273559.5	ENST00000614790.5	CWC25	3067	139-1416
ENSG00000275489.2	ENST00000614158.2	C17orf98	617	50-514
ENSG00000125691.14	ENST00000479035.7	RPL23	2706	12-434
ENSG00000002834.18	ENST00000433206.6	LASP1	4023	415-1032
ENSG00000263874.2	ENST00000583195.2	LINC00672	3692	527-604
ENSG00000204952.3	ENST00000378079.3	FBXO47	2303	202-1560
ENSG00000161381.14	ENST00000315392.9	PLXDC1	6230	201-1703
ENSG00000141748.13	ENST00000269586.12	ARL5C	941	402-941
ENSG00000067191.16	ENST00000622445.4	CACNB1	3722	209-859
ENSG00000108298.11	ENST00000579260.5	RPL19	1051	404-988
ENSG00000141750.7	ENST00000333461.6	STAC2	3430	444-1679
ENSG00000108306.13	ENST00000264658.11	FBXL20	10332	225-1535
ENSG00000125686.12	ENST00000300651.11	MED1	8137	202-4947
ENSG00000167258.15	ENST00000447079.6	CDK12	8287	587-5059
ENSG00000171532.5	ENST00000302584.5	NEUROD2	3030	199-1347
ENSG00000131771.14	ENST00000254079.9	PPP1R1B	1815	442-1056
ENSG00000131748.16	ENST00000336308.10	STARD3	2770	140-1477
ENSG00000173991.6	ENST00000309889.3	TCAP	960	12-515
ENSG00000141744.4	ENST00000269582.3	PNMT	958	24-872
ENSG00000161395.14	ENST00000300658.9	PGAP3	2687	44-1006
ENSG00000141736.13	ENST00000584601.5	ERBB2	4792	798-4475
ENSG00000141741.12	ENST00000394231.8	MIEN1	1397	38-385
ENSG00000141738.14	ENST00000309156.9	GRB7	2233	247-1845
ENSG00000161405.17	ENST00000346872.8	IKZF3	9788	187-1716
ENSG00000186075.13	ENST00000348931.9	ZPBP2	2257	154-1170
ENSG00000073605.18	ENST00000394175.6	GSDMB	1626	225-1409
ENSG00000172057.10	ENST00000394169.5	ORMDL3	2230	1496-1957
ENSG00000204913.6	ENST00000377924.5	LRRC3C	878	51-878
ENSG00000167914.12	ENST00000301659.9	GSDMA	2135	88-1425
ENSG00000108344.15	ENST00000264639.9	PSMD3	2147	165-1769
ENSG00000108342.13	ENST00000331769.6	CSF3	1673	217-819
ENSG00000008838.20	ENST00000394126.5	MED24	3896	420-3464
ENSG00000126351.13	ENST00000450525.7	THRA	5204	426-1658
ENSG00000126368.6	ENST00000246672.4	NR1D1	2630	496-2340
ENSG00000188895.12	ENST00000398532.9	MSL1	5035	643-2487
ENSG00000108349.17	ENST00000264645.12	CASC3	3890	13-2124
ENSG00000108352.13	ENST00000620260.6	RAPGEFL1	4243	393-2381
ENSG00000171475.14	ENST00000323571.9	WIPF2	7492	259-1581
ENSG00000094804.12	ENST00000209728.9	CDC6	4564	226-1908
ENSG00000131759.18	ENST00000254066.10	RARA	3275	470-1858
ENSG00000183153.7	ENST00000578689.2	GJD3	4086	923-1807
ENSG00000131747.15	ENST00000423485.6	TOP2A	5695	106-4701
ENSG00000141753.7	ENST00000269593.5	IGFBP4	2205	287-1063
ENSG00000131746.13	ENST00000254051.11	TNS4	4087	186-2333
ENSG00000126353.3	ENST00000246657.2	CCR7	2173	64-1200
ENSG00000073584.20	ENST00000643318.1	SMARCE1	5796	989-2014
ENSG00000264058.2	ENST00000643255.1	AC073508.2	4942	37-213
ENSG00000213424.9	ENST00000394049.5	KRT222	2764	58-234
ENSG00000167916.5	ENST00000264651.3	KRT24	1883	60-1637
ENSG00000204897.7	ENST00000312150.5	KRT25	1669	61-1413
ENSG00000186393.5	ENST00000335552.4	KRT26	1733	50-1456
ENSG00000171446.7	ENST00000301656.4	KRT27	1628	58-1437
ENSG00000173908.9	ENST00000306658.8	KRT28	1692	67-1461
ENSG00000186395.8	ENST00000269576.6	KRT10	2143	30-1784
ENSG00000187242.6	ENST00000251643.5	KRT12	1880	38-1522
ENSG00000171431.4	ENST00000167588.4	KRT20	1804	58-1332
ENSG00000108244.17	ENST00000209718.8	KRT23	2209	652-1920
ENSG00000196859.8	ENST00000355612.7	KRT39	1752	93-1568
ENSG00000204889.10	ENST00000461923.5	KRT40	2102	153-863
ENSG00000212899.3	ENST00000391586.3	KRTAP3-3	735	68-364
ENSG00000212900.3	ENST00000391587.3	KRTAP3-2	714	54-350
ENSG00000212901.4	ENST00000391588.3	KRTAP3-1	608	55-351
ENSG00000221852.5	ENST00000361883.6	KRTAP1-5	1183	54-578
ENSG00000204887.4	ENST00000377747.4	KRTAP1-4	408	27-392
ENSG00000221880.4	ENST00000344363.7	KRTAP1-3	991	54-557
ENSG00000188581.9	ENST00000306271.5	KRTAP1-1	910	54-587
ENSG00000212725.3	ENST00000391419.3	KRTAP2-1	776	50-436
ENSG00000214518.3	ENST00000398477.1	KRTAP2-2	733	20-391
ENSG00000212724.3	ENST00000391418.3	KRTAP2-3	875	65-451
ENSG00000213417.3	ENST00000394015.3	KRTAP2-4	764	35-421
ENSG00000240871.5	ENST00000391417.5	KRTAP4-7	992	58-525
ENSG00000204880.8	ENST00000333822.5	KRTAP4-8	1162	59-616
ENSG00000241241.1	ENST00000440582.1	KRTAP4-16	708	1-708
ENSG00000212722.7	ENST00000391415.1	KRTAP4-9	1157	58-690
ENSG00000212721.4	ENST00000391413.4	KRTAP4-11	1193	59-646
ENSG00000213416.4	ENST00000394014.2	KRTAP4-12	1092	61-666
ENSG00000198090.3	ENST00000345847.4	KRTAP4-6	1055	1-618
ENSG00000198271.5	ENST00000343246.6	KRTAP4-5	902	59-604
ENSG00000171396.12	ENST00000390661.5	KRTAP4-4	1100	58-558
ENSG00000196156.5	ENST00000391356.4	KRTAP4-3	991	50-637
ENSG00000244537.3	ENST00000377726.3	KRTAP4-2	776	58-468
ENSG00000198443.6	ENST00000398472.1	KRTAP4-1	1241	489-929
ENSG00000240542.4	ENST00000398470.1	KRTAP9-1	753	1-753
ENSG00000239886.5	ENST00000377721.3	KRTAP9-2	1005	8-532
ENSG00000204873.5	ENST00000411528.4	KRTAP9-3	1006	54-533
ENSG00000187272.7	ENST00000254072.7	KRTAP9-8	1006	54-533
ENSG00000241595.2	ENST00000334109.3	KRTAP9-4	967	35-499
ENSG00000198083.9	ENST00000394008.1	KRTAP9-9	981	3-512
ENSG00000212659.1	ENST00000391355.1	KRTAP9-6	1303	40-522
ENSG00000180386.7	ENST00000391354.1	KRTAP9-7	1039	40-549
ENSG00000212658.1	ENST00000391353.1	KRTAP29-1	1026	1-1026
ENSG00000212657.1	ENST00000391352.1	KRTAP16-1	1554	1-1554
ENSG00000186860.5	ENST00000334202.5	KRTAP17-1	799	61-378
ENSG00000006059.4	ENST00000007735.4	KRT33A	1303	62-1276
ENSG00000131738.11	ENST00000251646.8	KRT33B	1616	64-1278
ENSG00000131737.5	ENST00000394001.1	KRT34	1751	32-1342
ENSG00000094796.5	ENST00000251645.3	KRT31	1615	70-1320
ENSG00000108417.4	ENST00000225550.4	KRT37	1743	63-1412
ENSG00000171360.4	ENST00000246646.4	KRT38	2691	63-1433
ENSG00000108759.3	ENST00000225899.3	KRT32	1750	105-1451
ENSG00000197079.8	ENST00000246639.6	KRT35	1778	134-1411
ENSG00000126337.13	ENST00000393986.2	KRT36	1707	214-1467
ENSG00000171401.15	ENST00000246635.8	KRT13	1714	63-1439
ENSG00000171346.16	ENST00000393974.7	KRT15	3758	2605-3480
ENSG00000171345.13	ENST00000361566.7	KRT19	1390	62-1264
ENSG00000171403.10	ENST00000246662.9	KRT9	2296	68-1939
ENSG00000186847.6	ENST00000167586.7	KRT14	1636	62-1480
ENSG00000186832.9	ENST00000301653.9	KRT16	1658	80-1501
ENSG00000128422.17	ENST00000311208.13	KRT17	1517	67-1365
ENSG00000173812.11	ENST00000469257.2	EIF1	2338	155-496
ENSG00000184502.4	ENST00000329402.4	GAST	465	63-368
ENSG00000173805.16	ENST00000393939.6	HAP1	5683	11-1795
ENSG00000173801.17	ENST00000393931.8	JUP	3505	133-2370
ENSG00000141696.13	ENST00000355468.7	P3H4	2791	468-1781
ENSG00000141756.19	ENST00000489591.5	FKBP10	2826	47-490
ENSG00000141698.17	ENST00000435506.7	NT5C3B	1408	40-942
ENSG00000161594.7	ENST00000293303.5	KLHL10	2012	109-1935
ENSG00000178502.6	ENST00000319121.4	KLHL11	7402	54-2180
ENSG00000131473.17	ENST00000353196.5	ACLY	4318	164-3439
ENSG00000204815.10	ENST00000377540.6	TTC25	3146	108-2126
ENSG00000173786.17	ENST00000393892.8	CNP	5172	91-1356
ENSG00000168259.17	ENST00000674504.1	DNAJC7	2854	10-129
ENSG00000168256.18	ENST00000307641.9	NKIRAS2	2948	622-1197
ENSG00000187595.16	ENST00000618554.4	ZNF385C	2596	1-1275
ENSG00000267221.3	ENST00000587304.3	C17orf113	3733	233-2260
ENSG00000108771.13	ENST00000251642.8	DHX58	2591	205-2241
ENSG00000108773.11	ENST00000225916.10	KAT2A	3115	64-2577
ENSG00000267261.5	ENST00000592574.1	AC099811.2	958	113-958
ENSG00000260325.2	ENST00000565659.2	HSPB9	549	48-527
ENSG00000108774.15	ENST00000393860.7	RAB5C	1912	457-1107
ENSG00000089558.9	ENST00000264661.4	KCNH4	3788	198-3251
ENSG00000161610.1	ENST00000293330.1	HCRT	577	88-483
ENSG00000167925.16	ENST00000301671.12	GHDC	2650	443-2035
ENSG00000173757.10	ENST00000293328.8	STAT5B	5079	155-2518
ENSG00000126561.16	ENST00000345506.8	STAT5A	4301	643-3027
ENSG00000168610.15	ENST00000264657.10	STAT3	4921	188-2500
ENSG00000177469.13	ENST00000357037.6	CAVIN1	3570	160-1332
ENSG00000033627.17	ENST00000264649.10	ATP6V0A1	4110	132-2648
ENSG00000108784.10	ENST00000225927.7	NAGLU	2475	33-2264
ENSG00000108786.11	ENST00000585807.6	HSD17B1	1274	12-998
ENSG00000068120.15	ENST00000393818.3	COASY	2479	476-2170
ENSG00000108788.11	ENST00000246912.8	MLX	2586	54-950
ENSG00000131470.15	ENST00000253789.9	PSMC3IP	1408	146-763
ENSG00000141699.11	ENST00000589797.5	RETREG3	4149	54-296
ENSG00000131462.8	ENST00000251413.8	TUBG1	1608	56-1411
ENSG00000037042.9	ENST00000251412.8	TUBG2	1782	221-1576
ENSG00000068137.15	ENST00000591022.6	PLEKHH3	3026	432-2813
ENSG00000184451.5	ENST00000591765.1	CCR10	1942	1387-1809
ENSG00000108797.12	ENST00000264638.9	CNTNAP1	5537	300-4454
ENSG00000108799.13	ENST00000428826.7	EZH1	4633	133-2376
ENSG00000131477.11	ENST00000589683.5	RAMP2	858	367-669
ENSG00000131475.7	ENST00000253794.7	VPS25	1088	28-558
ENSG00000126562.17	ENST00000246914.10	WNK4	4199	90-3821
ENSG00000183978.8	ENST00000586680.1	COA3	1374	10-225
ENSG00000176563.10	ENST00000588408.6	CNTD1	3252	208-1200
ENSG00000126581.13	ENST00000361523.8	BECN1	2112	134-1486
ENSG00000131467.11	ENST00000541124.5	PSME3	3366	491-1186
ENSG00000131480.9	ENST00000253799.8	AOC2	2677	48-2318
ENSG00000131471.7	ENST00000308423.7	AOC3	4011	146-2437
ENSG00000131482.10	ENST00000253801.7	G6PC	4164	79-1152
ENSG00000266967.7	ENST00000427569.7	AARSD1	1320	15-1253
ENSG00000108825.18	ENST00000421990.7	PTGES3L-AARSD1	2150	476-2107
ENSG00000267060.6	ENST00000409446.8	PTGES3L	1781	381-737
ENSG00000198863.7	ENST00000361677.5	RUNDC1	3828	13-1854
ENSG00000131469.15	ENST00000589913.6	RPL27	730	281-691
ENSG00000068079.8	ENST00000438323.2	IFI35	1232	209-1075
ENSG00000108828.16	ENST00000355653.8	VAT1	2699	64-1245
ENSG00000108830.10	ENST00000587250.4	RND2	4162	118-801
ENSG00000012048.23	ENST00000471181.7	BRCA1	7270	233-5887
ENSG00000188554.15	ENST00000341165.10	NBR1	4656	141-3041
ENSG00000184988.8	ENST00000612339.4	TMEM106A	3266	238-1026
ENSG00000236383.8	ENST00000433702.7	CCDC200	966	275-688
ENSG00000175906.5	ENST00000320033.5	ARL4D	1578	174-779
ENSG00000067596.12	ENST00000262415.8	DHX8	5549	64-3726
ENSG00000175832.13	ENST00000319349.10	ETV4	2335	208-1662
ENSG00000005102.14	ENST00000318579.9	MEOX1	2674	389-1153
ENSG00000167941.3	ENST00000301691.3	SOST	2296	51-692
